PROSPECTID,Total_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_closed_L6M,pct_active_tl,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,time_since_recent_payment,num_times_delinquent,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,num_times_60p_dpd,num_std,num_std_6mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_lss,recent_level_of_deliq,CC_enq,CC_enq_L6m,PL_enq,time_since_recent_enq,enq_L3m,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,AGE,MARITALSTATUS_Married,MARITALSTATUS_Single,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,GENDER_F,GENDER_M,last_prod_enq2_AL,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others,first_prod_enq2_AL,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others
50601,3,2,0,0.0,1.0,1.0,0.0,1,1,0,0,0,1,2,0,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,20000,95,1.0,0.667,0,0,1.0,0.0,0,0,30,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
50602,9,1,0,0.0,0.444,0.222,0.0,3,1,0,0,0,8,1,6,42,97,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,1,193,0,25000,227,0.444,0.5,0,0,0.0,0.0,1,0,33,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
50604,8,1,1,0.125,0.375,0.25,0.125,1,2,2,0,0,6,2,0,172,31,4,0,3,3,0,0,0,0,0,0,0,0,0,8,1,0,2,43,2,40000,182,0.375,0.5,1,0,1.0,0.0,1,0,50,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50605,4,2,1,0.25,0.5,0.5,0.25,1,1,0,0,0,4,0,3,42,73,2,0,0,0,0,2,2,0,0,0,0,0,0,25,0,0,0,1261,0,13890,41,0.5,1.0,0,0,0.0,0.0,0,0,24,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50606,8,1,1,0.125,0.25,0.25,0.125,1,1,0,0,0,7,1,0,67,48,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,0,1,40000,74,0.25,0.5,0,0,0.0,0.0,1,0,33,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
50607,2,1,0,0.0,1.0,0.5,0.0,0,0,1,0,0,1,1,1,23,37,8,1,7,6,0,0,0,0,0,0,0,0,0,28,1,1,0,3,1,20000,187,1.0,1.0,1,0,0.0,1.0,0,0,31,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
50609,1,0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0,0,12,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,20000,17,1.0,0.0,0,0,0.0,0.0,0,0,22,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50610,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,58,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,18000,185,0.0,0.0,0,0,0.0,0.0,0,0,35,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50611,7,0,0,0.0,0.429,0.0,0.0,0,0,0,0,1,6,1,0,54,53,2,0,1,1,0,0,0,0,0,0,0,0,0,25,0,0,4,1016,0,47900,79,0.429,0.0,0,1,0.0,0.0,1,0,38,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50612,5,0,0,0.0,0.8,0.0,0.0,1,0,0,3,0,5,0,2,182,340,17,4,8,4,1,81,8,0,0,0,0,0,0,29,0,0,1,953,0,55000,65,0.8,0.0,0,0,0.0,0.0,0,1,56,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
50613,13,0,0,0.0,0.308,0.0,0.0,0,2,0,0,0,10,3,1,45,52,21,1,1,0,7,0,0,0,0,0,0,0,0,25,1,0,0,38,3,20000,68,0.308,0.0,0,0,0.0,0.0,1,0,29,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50614,1,0,1,1.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,11,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,17000,113,0.0,0.0,0,0,0.0,0.0,0,0,34,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50615,3,0,0,0.0,0.667,0.0,0.333,1,1,0,0,0,2,1,1,29,121,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,1,41000,87,0.667,0.0,0,0,0.0,0.0,0,0,36,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50616,14,2,0,0.0,0.357,0.214,0.0,0,0,0,0,0,5,9,7,102,89,0,0,0,0,0,55,8,0,0,0,0,0,0,0,0,0,0,350,0,20000,269,0.357,0.667,0,0,0.0,0.0,1,0,46,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50617,2,0,0,0.0,0.5,0.5,0.0,0,1,0,0,0,2,0,1,37,28,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,7,1,35000,87,0.5,0.0,0,0,1.0,0.0,0,0,28,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
50618,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,9,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,283,0,35000,155,1.0,0.0,0,0,0.0,0.0,0,0,43,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50620,10,1,0,0.0,0.3,0.2,0.0,1,1,2,0,4,1,9,0,249,87,39,7,15,8,35,0,0,0,0,0,0,0,0,900,8,5,7,20,7,28000,65,0.3,0.5,1,1,0.286,0.625,0,0,52,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
50621,1,0,0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,35,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,0,12000,14,0.0,0.0,0,0,0.0,0.0,0,0,21,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50622,3,1,1,0.333,0.333,0.333,0.333,0,0,0,0,3,0,3,0,36,142,1,1,1,0,0,36,5,0,0,0,0,0,0,29,1,1,5,2,11,25000,54,0.333,1.0,0,1,0.4,1.0,0,0,29,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
50624,2,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,2,0,26,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,0,22000,122,1.0,0.0,0,0,0.0,0.0,0,0,37,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
50625,20,5,7,0.35,0.3,0.35,0.4,1,0,0,0,0,1,19,9,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,282,0,30000,155,0.3,0.714,0,0,0.0,0.0,0,0,29,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
50626,5,1,0,0.0,0.2,0.2,0.2,0,0,0,0,2,0,5,0,170,23,9,0,0,0,9,5,0,0,0,0,0,0,0,900,2,0,2,177,0,32000,125,0.2,1.0,0,1,0.0,0.0,0,0,43,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50627,4,0,0,0.0,0.25,0.25,0.5,0,0,0,0,0,4,0,1,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,36000,194,0.25,0.0,0,0,0.0,0.0,1,0,26,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50629,67,2,1,0.015,0.09,0.045,0.03,0,0,0,0,0,62,5,2,58,60,18,0,0,0,5,0,0,0,0,0,0,0,0,51,0,0,3,3,1,25000,63,0.09,0.667,0,0,1.0,0.0,1,0,27,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
50630,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,17,55,3,3,3,0,0,0,0,0,0,0,0,0,0,24,0,0,0,510,0,19000,64,1.0,0.0,0,0,0.0,0.0,0,0,27,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50631,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,9500,42,1.0,1.0,0,0,0.0,0.0,0,0,21,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50632,6,2,2,0.333,0.333,0.5,0.5,1,1,0,0,1,5,1,0,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,29,4,15000,77,0.333,0.667,0,1,1.0,1.0,1,0,26,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
50633,17,0,0,0.0,0.059,0.0,0.0,0,0,0,0,0,17,0,0,44,388,6,0,0,0,2,0,0,0,0,0,0,0,0,48,0,0,0,4,1,17746,69,0.059,0.0,0,0,0.0,0.0,1,0,30,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50634,48,0,0,0.0,0.104,0.0,0.0,0,0,0,0,0,46,2,0,53,390,24,0,0,0,11,0,0,0,0,0,0,0,0,47,0,0,0,1004,0,50000,104,0.104,0.0,0,0,0.0,0.0,1,0,44,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50635,3,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,3,1,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,12,9,30000,56,1.0,0.333,0,0,0.5,0.75,0,0,28,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
50636,1,0,1,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,18,296,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,530,0,24000,60,0.0,0.0,0,0,0.0,0.0,0,0,37,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50637,4,1,0,0.0,0.75,0.5,0.0,0,0,0,0,0,4,0,0,31,148,1,0,0,0,0,29,10,0,0,0,0,0,0,15,0,0,0,349,0,25000,120,0.75,0.5,0,0,0.0,0.0,1,0,31,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50638,54,2,3,0.056,0.148,0.13,0.074,0,1,0,0,0,46,8,11,158,73,1,0,0,0,0,120,5,0,0,0,0,0,0,18,0,0,4,108,0,30000,125,0.148,0.286,0,0,0.75,0.0,1,0,38,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
50640,1,0,0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,23,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,0,48500,138,0.0,0.0,0,0,0.0,0.0,0,0,51,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50641,2,0,0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,1,0,55,681,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1243,0,19500,197,0.0,0.0,0,1,0.0,0.0,0,0,26,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50643,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,22000,102,1.0,0.0,0,0,0.0,0.0,0,0,33,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
50644,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,27000,16,1.0,1.0,0,0,0.0,0.0,0,0,31,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50645,3,0,0,0.0,0.333,0.0,0.0,1,1,0,0,0,3,0,1,107,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20000,80,0.333,0.0,0,0,0.0,0.0,1,0,34,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
50647,5,0,0,0.0,0.4,0.0,0.0,0,0,0,1,3,2,3,1,82,85,0,0,0,0,0,75,7,0,0,0,0,0,0,0,0,0,1,1085,0,20000,71,0.4,0.0,0,1,0.0,0.0,0,1,46,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50648,5,2,1,0.2,0.6,0.6,0.2,0,0,0,0,1,0,5,0,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,2,10500,38,0.6,0.667,0,1,0.8,0.0,0,0,24,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50649,25,1,1,0.04,0.16,0.12,0.12,2,0,0,0,0,17,8,3,97,26,9,0,3,3,2,21,5,0,0,0,0,0,0,21,0,0,2,85,1,25000,100,0.16,0.333,0,0,0.0,0.0,1,0,32,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50652,16,1,2,0.125,0.312,0.25,0.188,1,1,1,0,1,7,9,1,45,31,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,4,28,7,16800,155,0.312,0.25,1,1,0.5,1.0,1,0,27,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
50653,3,2,0,0.0,1.0,0.667,0.0,0,1,0,1,0,3,0,1,19,43,3,2,3,1,2,1,1,0,0,0,0,0,0,31,0,0,0,4,2,45000,186,1.0,1.0,0,0,0.0,0.0,0,1,32,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50654,7,1,0,0.0,0.714,0.286,0.0,1,0,1,0,5,1,6,1,110,63,3,1,1,0,0,18,0,0,0,0,0,0,0,3,3,0,4,162,0,35000,250,0.714,0.5,1,1,0.0,0.0,0,0,37,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50655,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,2,24000,100,1.0,0.0,0,0,0.0,1.0,0,0,34,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50656,2,1,0,0.0,1.0,0.5,0.0,1,1,0,0,0,1,1,1,41,886,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,168,0,15000,102,1.0,1.0,0,0,1.0,0.0,0,0,43,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
50657,6,0,0,0.0,0.0,0.0,0.167,0,0,0,0,0,6,0,1,74,308,23,5,8,3,20,31,0,0,0,0,0,0,0,72,0,0,0,1,1,31000,102,0.0,0.0,0,0,0.0,0.0,1,0,42,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
50658,5,2,1,0.2,0.8,0.6,0.2,0,1,0,0,0,2,3,3,87,42,4,0,2,2,0,2,2,0,0,0,0,0,0,25,0,0,0,206,0,25000,40,0.8,0.667,0,0,0.0,0.0,0,0,27,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50659,21,0,0,0.0,0.143,0.0,0.0,0,0,0,0,0,21,0,0,55,708,13,0,0,0,9,0,0,0,0,0,0,0,0,61,0,0,0,17,1,30000,284,0.143,0.0,0,0,0.0,0.0,1,0,42,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50660,9,1,0,0.0,0.111,0.111,0.0,1,0,0,0,1,0,9,0,90,494,10,0,0,0,7,0,0,0,0,0,0,0,0,23,2,0,5,96,0,24000,78,0.111,1.0,0,1,0.4,0.0,0,0,28,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
50661,2,0,0,0.0,0.5,0.0,0.0,0,0,0,1,0,2,0,0,43,91,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,125,0.5,0.0,0,0,0.0,0.0,1,1,37,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50662,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,90,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21600,25,1.0,0.0,0,0,0.0,0.0,0,0,27,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50663,8,0,1,0.125,0.375,0.375,0.125,1,0,0,0,0,4,4,0,27,57,4,0,1,1,2,0,0,0,0,0,0,0,0,27,0,0,0,249,0,30000,50,0.375,0.0,0,0,0.0,0.0,1,0,32,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50664,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,72,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,25000,75,0.0,0.0,0,0,0.0,0.0,1,0,33,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50665,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,8,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,10000,145,1.0,0.0,0,0,1.0,0.0,0,0,45,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
50666,2,1,0,0.0,0.5,0.5,0.5,1,0,0,0,0,0,2,0,15,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,20000,224,0.5,1.0,0,0,0.0,0.0,0,0,43,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50667,14,3,0,0.0,0.357,0.286,0.0,2,6,0,0,2,9,5,1,139,53,6,0,0,0,6,1,0,0,0,0,0,0,0,120,0,0,5,160,0,25000,247,0.357,0.75,0,1,0.0,0.0,1,0,45,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
50668,3,0,0,0.0,1.0,0.667,0.0,0,0,1,0,0,0,3,0,21,43,3,2,3,1,1,0,0,0,0,0,0,0,0,27,0,0,0,257,0,20000,66,1.0,0.0,1,0,0.0,0.0,0,0,55,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50669,3,2,0,0.0,1.0,0.667,0.0,2,0,0,0,0,2,1,0,16,84,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,1,120,0,32000,78,1.0,1.0,0,0,1.0,0.0,1,0,24,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50671,5,0,1,0.2,0.4,0.0,0.2,0,0,0,0,0,4,1,5,98,56,0,0,0,0,0,54,8,0,0,0,0,0,0,0,0,0,1,4,1,25000,369,0.4,0.0,0,0,0.0,0.0,0,0,49,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
50672,4,0,0,0.0,0.5,0.25,0.25,0,0,0,0,0,0,4,0,37,74,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,194,0,26000,48,0.5,0.0,0,0,0.0,0.0,0,0,47,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
50673,18,5,0,0.0,0.611,0.667,0.167,6,0,0,0,1,14,4,2,49,23,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,3,86,1,41500,28,0.611,0.417,0,1,1.0,0.0,1,0,24,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50674,57,3,3,0.053,0.105,0.07,0.053,3,1,0,0,16,38,19,17,101,33,4,0,0,0,1,136,2,0,0,0,0,0,0,29,0,0,0,395,0,65000,245,0.105,0.75,0,1,0.0,0.0,1,0,55,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
50675,25,2,3,0.12,0.44,0.32,0.12,1,4,0,0,2,4,21,3,99,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,97,0,22000,150,0.44,0.25,0,1,0.222,0.0,0,0,42,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
50676,1,0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0,0,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,20500,66,1.0,0.0,0,0,1.0,0.0,0,0,25,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50677,6,1,1,0.167,0.833,0.5,0.167,2,0,0,0,0,0,6,1,19,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,12000,53,0.833,0.333,0,0,0.0,0.0,0,0,24,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
50678,2,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,1,1,41,480,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,1237,0,10000,41,1.0,0.0,0,0,0.0,0.0,0,0,23,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50680,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,8,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,28000,70,1.0,0.0,0,0,0.0,1.0,0,0,28,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50681,6,0,0,0.0,0.5,0.333,0.0,1,1,0,0,0,5,1,0,36,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,15000,101,0.5,0.0,0,0,0.0,0.0,1,0,28,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50682,2,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,2,0,0,97,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,35000,137,0.0,0.0,0,0,0.0,0.0,0,0,37,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50683,12,0,0,0.0,0.167,0.167,0.0,2,0,0,1,0,12,0,11,94,427,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1331,0,22000,80,0.167,0.0,0,0,0.0,0.0,0,1,39,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
50684,12,1,1,0.083,0.25,0.25,0.25,0,0,0,0,0,12,0,4,75,80,6,0,0,0,1,84,5,0,0,0,0,0,0,29,0,0,0,4,1,30000,96,0.25,0.333,0,0,0.0,0.0,1,0,31,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50685,8,0,0,0.0,0.5,0.0,0.0,1,1,0,2,4,4,4,1,174,267,1,0,0,0,0,51,8,0,0,0,0,0,0,30,0,0,7,359,0,16000,130,0.5,0.0,0,1,0.0,0.0,0,1,63,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
50686,2,0,0,0.0,1.0,0.5,0.0,0,0,1,0,0,0,2,1,23,36,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,4,235,0,24200,125,1.0,0.0,1,0,0.0,0.0,0,0,33,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
50687,2,0,0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,2,0,30,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,28000,78,0.5,0.0,0,0,0.0,0.0,0,0,49,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
50688,6,3,1,0.167,0.667,0.667,0.167,0,2,0,0,2,2,4,0,37,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,121,0,22000,124,0.667,0.75,0,1,1.0,0.0,0,0,42,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
50689,3,2,0,0.0,1.0,1.0,0.0,1,1,0,0,0,1,2,0,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,30000,100,1.0,0.667,0,0,0.0,0.0,0,0,33,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50690,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,18,143,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,48000,176,1.0,0.0,0,0,0.0,0.0,1,0,57,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50691,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,80,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,20000,51,0.0,0.0,0,0,1.0,0.0,0,0,29,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50692,6,2,1,0.167,0.667,0.667,0.167,0,0,0,0,1,2,4,1,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,2,35000,75,0.667,0.5,0,1,0.667,0.0,1,0,32,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
50693,19,10,6,0.316,0.316,0.632,0.368,3,0,0,0,2,13,6,1,82,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,48000,311,0.316,0.833,0,1,0.5,0.0,1,0,42,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50696,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,0,1,5,28,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,1,15000,141,1.0,1.0,0,0,0.0,0.0,0,0,25,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50697,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,57,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723,0,30000,66,0.0,0.0,0,0,0.0,0.0,0,0,24,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50698,7,0,1,0.143,0.571,0.429,0.286,0,2,1,0,0,2,5,1,123,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,302,0,30000,185,0.571,0.0,1,0,0.0,0.0,0,0,31,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50699,3,1,1,0.333,0.667,0.333,0.333,0,1,0,0,0,1,2,0,48,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,18000,66,0.667,1.0,0,0,0.0,0.0,0,0,26,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50700,5,0,0,0.0,0.6,0.2,0.0,1,0,0,0,0,4,1,1,41,251,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,3,1,10000,122,0.6,0.0,0,0,0.0,0.0,1,0,39,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
